module,REAC_ID,0_Level_Pathway,1_Level_Pathway,2_Level_Pathway,3_Level_Pathway,4_Level_Pathway,5_Level_Pathway,6_Level_Pathway,7_Level_Pathway,8_Level_Pathway
R1_string_202,R-HSA-9609736,Neuronal System,Transmission across Chemical Synapses,Neurotransmitter receptors and postsynaptic signal transmission,Activation of NMDA receptors and postsynaptic events,Assembly and cell surface presentation of NMDA receptors,,,,
R1_string_203,R-HSA-8943724,Signal Transduction,Intracellular signaling by second messengers,PIP3 activates AKT signaling,PTEN Regulation,Regulation of PTEN gene transcription,,,,
R1_string_204,R-HSA-416476,Signal Transduction,Signaling by GPCR,GPCR downstream signalling,G alpha (q) signalling events,,,,,
R1_string_205,R-HSA-1650814,Extracellular matrix organization,Collagen formation,Collagen biosynthesis and modifying enzymes,,,,,,
R1_string_206,R-HSA-2474795,Disease,Diseases of the neuronal system,Diseases associated with visual transduction,,,,,,
R1_string_207,R-HSA-2033514,Disease,Diseases of signal transduction by growth factor receptors and second messengers,Signaling by FGFR in disease,Signaling by FGFR3 in disease,FGFR3 mutant receptor activation,,,,
R1_string_208,R-HSA-5620924,Organelle biogenesis and maintenance,Cilium Assembly,Intraflagellar transport,,,,,,
R1_string_211,R-HSA-2172127,Immune System,Innate Immune System,DAP12 interactions,,,,,,
R1_string_212,R-HSA-1296025,Neuronal System,Potassium Channels,Inwardly rectifying K+ channels,ATP sensitive Potassium channels,,,,,
R1_string_215,R-HSA-9033241,Protein localization,Peroxisomal protein import,,,,,,,
R1_string_217,R-HSA-428542,Developmental Biology,Nervous system development,Axon guidance,Signaling by ROBO receptors,Regulation of commissural axon pathfinding by SLIT and ROBO,,,,
R1_string_218,R-HSA-8937144,Metabolism,Biological oxidations,Phase I - Functionalization of compounds,Aryl hydrocarbon receptor signalling,,,,,
R1_string_219,R-HSA-5620922,Organelle biogenesis and maintenance,Cilium Assembly,Cargo trafficking to the periciliary membrane,BBSome-mediated cargo-targeting to cilium,,,,,
R1_string_220,R-HSA-419812,Signal Transduction,Signaling by GPCR,GPCR ligand binding,Class B/2 (Secretin family receptors),Calcitonin-like ligand receptors,,,,
R1_string_221,R-HSA-8856825,Vesicle-mediated transport,Membrane Trafficking,Clathrin-mediated endocytosis,Cargo recognition for clathrin-mediated endocytosis,,,,,
R1_string_223,R-HSA-159236,Metabolism of RNA,Processing of Capped Intron-Containing Pre-mRNA,Transport of Mature Transcript to Cytoplasm,Transport of Mature mRNA derived from an Intron-Containing Transcript,,,,,
R1_string_226,R-HSA-9020958,Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-2 family signaling,Interleukin-21 signaling,,,,
R1_string_227,R-HSA-9031628,Signal Transduction,Signaling by Receptor Tyrosine Kinases,Signaling by NTRKs,Signaling by NTRK1 (TRKA),Nuclear Events (kinase and transcription factor activation),NGF-stimulated transcription,,,
R1_string_228,R-HSA-5620912,Organelle biogenesis and maintenance,Cilium Assembly,Anchoring of the basal body to the plasma membrane,,,,,,
R1_string_229,R-HSA-375276,Signal Transduction,Signaling by GPCR,GPCR ligand binding,Class A/1 (Rhodopsin-like receptors),Peptide ligand-binding receptors,,,,
R1_string_230,R-HSA-448424,Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-17 signaling,,,,,
R1_string_231,R-HSA-5638302,Disease,Diseases of signal transduction by growth factor receptors and second messengers,Signaling by EGFR in Cancer,Signaling by Overexpressed Wild-Type EGFR in Cancer,,,,,
R1_string_232,R-HSA-5601884,Gene expression (Transcription),Gene Silencing by RNA,PIWI-interacting RNA (piRNA) biogenesis,,,,,,
R1_string_234,R-HSA-5668541,Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,,,,,,
R1_string_236,R-HSA-390450,Metabolism of proteins,Protein folding,Chaperonin-mediated protein folding,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,Folding of actin by CCT/TriC,,,,
R1_string_238,R-HSA-8862803,Disease,Diseases of programmed cell death,Defective Intrinsic Pathway for Apoptosis,Neurodegenerative Diseases,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,,,,
R1_string_239,R-HSA-3215018,Metabolism of proteins,Post-translational protein modification,SUMOylation,Processing and activation of SUMO,,,,,
R1_string_241,R-HSA-163765,Metabolism,Integration of energy metabolism,ChREBP activates metabolic gene expression,,,,,,
R1_string_242,R-HSA-166658,Immune System,Innate Immune System,Complement cascade,,,,,,
R1_string_244,R-HSA-983170,Immune System,Adaptive Immune System,Class I MHC mediated antigen processing & presentation,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",,,,,
R1_string_245,R-HSA-8876198,Vesicle-mediated transport,Membrane Trafficking,Rab regulation of trafficking,RAB GEFs exchange GTP for GDP on RABs,,,,,
R1_string_246,R-HSA-190840,Vesicle-mediated transport,Membrane Trafficking,Gap junction trafficking and regulation,Gap junction trafficking,Gap junction assembly,Transport of connexons to the plasma membrane,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,,
R1_string_247,R-HSA-392170,Hemostasis,"Platelet activation, signaling and aggregation",Signal amplification,ADP signalling through P2Y purinoceptor 12,,,,,
R1_string_249,R-HSA-380270,Cell Cycle,"Cell Cycle, Mitotic",Mitotic G2-G2/M phases,G2/M Transition,Centrosome maturation,Recruitment of mitotic centrosome proteins and complexes,,,
R1_string_250,R-HSA-1980145,Signal Transduction,Signaling by NOTCH,Signaling by NOTCH2,,,,,,
R1_string_251,R-HSA-6811434,Vesicle-mediated transport,Membrane Trafficking,Intra-Golgi and retrograde Golgi-to-ER traffic,Golgi-to-ER retrograde transport,COPI-dependent Golgi-to-ER retrograde traffic,,,,
R1_string_254,R-HSA-5620916,Organelle biogenesis and maintenance,Cilium Assembly,Cargo trafficking to the periciliary membrane,VxPx cargo-targeting to cilium,,,,,
R1_string_255,R-HSA-2672351,Transport of small molecules,Ion channel transport,Stimuli-sensing channels,,,,,,
R1_string_257,R-HSA-499943,Metabolism,Metabolism of nucleotides,Interconversion of nucleotide di- and triphosphates,,,,,,
R1_string_258,R-HSA-174490,Disease,Infectious disease,Viral Infection Pathways,HIV Infection,HIV Life Cycle,Late Phase of HIV Life Cycle,Assembly Of The HIV Virion,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",Membrane binding and targetting of GAG proteins
R1_string_259,R-HSA-72172,Metabolism of RNA,Processing of Capped Intron-Containing Pre-mRNA,mRNA Splicing,,,,,,
R1_string_260,R-HSA-420597,Cell-Cell communication,Cell junction organization,Cell-cell junction organization,Adherens junctions interactions,Nectin/Necl  trans heterodimerization,,,,
R1_string_261,R-HSA-430039,Metabolism of RNA,Deadenylation-dependent mRNA decay,mRNA decay by 5' to 3' exoribonuclease,,,,,,
R1_string_262,R-HSA-8853659,Developmental Biology,Nervous system development,Axon guidance,RET signaling,,,,,
R1_string_263,R-HSA-8951664,Metabolism of proteins,Post-translational protein modification,Neddylation,,,,,,
R1_string_264,R-HSA-8951671,Gene expression (Transcription),RNA Polymerase II Transcription,Generic Transcription Pathway,Transcriptional regulation by RUNX3,RUNX3 regulates YAP1-mediated transcription,,,,
R1_string_265,R-HSA-9031525,Signal Transduction,Signaling by Nuclear Receptors,NR1H2 and NR1H3-mediated signaling,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,,,,,
R1_string_266,R-HSA-9026527,Signal Transduction,Signaling by Receptor Tyrosine Kinases,Signaling by NTRKs,Signaling by NTRK2 (TRKB),Activated NTRK2 signals through PLCG1,,,,
R1_string_267,R-HSA-9843745,Developmental Biology,Adipogenesis,,,,,,,
R1_string_270,R-HSA-174430,Cell Cycle,Chromosome Maintenance,Telomere Maintenance,Extension of Telomeres,Telomere C-strand (Lagging Strand) Synthesis,Telomere C-strand synthesis initiation,,,
R1_string_273,R-HSA-2485179,Sensory Perception,Visual phototransduction,The phototransduction cascade,Activation of the phototransduction cascade,,,,,
R1_string_276,R-HSA-1483255,Metabolism,Metabolism of lipids,Phospholipid metabolism,PI Metabolism,,,,,
R1_string_278,R-HSA-9705462,Immune System,Cytokine Signaling in Immune system,Signaling by CSF3 (G-CSF),Inactivation of CSF3 (G-CSF) signaling,,,,,
R1_string_279,R-HSA-4420097,Signal Transduction,Signaling by Receptor Tyrosine Kinases,Signaling by VEGF,VEGFA-VEGFR2 Pathway,,,,,
R1_string_280,R-HSA-3359462,Disease,Diseases of metabolism,Defects in vitamin and cofactor metabolism,Defects in cobalamin (B12) metabolism,Defective AMN causes MGA1,,,,
R1_string_281,R-HSA-399955,Developmental Biology,Nervous system development,Axon guidance,Semaphorin interactions,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,,,,
R1_string_282,R-HSA-201681,Signal Transduction,Signaling by WNT,TCF dependent signaling in response to WNT,,,,,,
R1_string_285,R-HSA-6811436,Vesicle-mediated transport,Membrane Trafficking,Intra-Golgi and retrograde Golgi-to-ER traffic,Golgi-to-ER retrograde transport,COPI-independent Golgi-to-ER retrograde traffic,,,,
R1_string_287,R-HSA-5669034,Immune System,Cytokine Signaling in Immune system,TNFR2 non-canonical NF-kB pathway,TNFs bind their physiological receptors,,,,,
R1_string_288,R-HSA-6811438,Vesicle-mediated transport,Membrane Trafficking,Intra-Golgi and retrograde Golgi-to-ER traffic,Intra-Golgi traffic,,,,,
R1_string_289,R-HSA-5689901,Metabolism of proteins,Post-translational protein modification,Deubiquitination,Metalloprotease DUBs,,,,,
R1_string_291,R-HSA-5223345,Transport of small molecules,Miscellaneous transport and binding events,,,,,,,
R1_string_293,R-HSA-5579026,Disease,Diseases of metabolism,Metabolic disorders of biological oxidation enzymes,Defective CYP11A1 causes AICSR,,,,,
R1_string_294,R-HSA-9645460,Immune System,Innate Immune System,Alpha-protein kinase 1 signaling pathway,,,,,,
R1_string_297,R-HSA-6807505,Gene expression (Transcription),RNA Polymerase II Transcription,RNA polymerase II transcribes snRNA genes,,,,,,
R1_string_298,R-HSA-3772470,Signal Transduction,Signaling by WNT,TCF dependent signaling in response to WNT,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,,,,,
R1_string_299,R-HSA-2995383,Cell Cycle,"Cell Cycle, Mitotic",M Phase,Mitotic Metaphase and Anaphase,Mitotic Anaphase,Nuclear Envelope (NE) Reassembly,Initiation of Nuclear Envelope (NE) Reformation,,
R1_string_301,R-HSA-141444,Cell Cycle,Cell Cycle Checkpoints,Mitotic Spindle Checkpoint,Amplification of signal from the kinetochores,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,,,,
R1_string_302,R-HSA-210991,Hemostasis,Cell surface interactions at the vascular wall,Basigin interactions,,,,,,
R1_string_303,R-HSA-389359,Immune System,Adaptive Immune System,Regulation of T cell activation by CD28 family,Co-stimulation by CD28,CD28 dependent Vav1 pathway,,,,
R1_string_304,R-HSA-9705677,Disease,Infectious disease,Viral Infection Pathways,SARS-CoV Infections,SARS-CoV-2 Infection,SARS-CoV-2-host interactions,SARS-CoV-2 targets PDZ proteins in cell-cell junction,,
R1_string_305,R-HSA-389957,Metabolism of proteins,Protein folding,Chaperonin-mediated protein folding,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,Prefoldin mediated transfer of substrate  to CCT/TriC,,,,
R1_string_306,R-HSA-6814122,Metabolism of proteins,Protein folding,Chaperonin-mediated protein folding,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,,,,,
R1_string_307,R-HSA-9017802,Signal Transduction,Signaling by NOTCH,Signaling by NOTCH3,NOTCH3 Activation and Transmission of Signal to the Nucleus,Noncanonical activation of NOTCH3,,,,
R1_string_308,R-HSA-112126,DNA Repair,DNA Damage Reversal,Reversal of alkylation damage by DNA dioxygenases,ALKBH3 mediated reversal of alkylation damage,,,,,
R1_string_309,R-HSA-5620916,Organelle biogenesis and maintenance,Cilium Assembly,Cargo trafficking to the periciliary membrane,VxPx cargo-targeting to cilium,,,,,
R1_string_310,R-HSA-194313,Signal Transduction,Signaling by Receptor Tyrosine Kinases,Signaling by VEGF,VEGF ligand-receptor interactions,,,,,
R1_string_312,R-HSA-264876,Metabolism of proteins,Peptide hormone metabolism,Insulin processing,,,,,,
R1_string_313,R-HSA-1362300,Cell Cycle,"Cell Cycle, Mitotic",Mitotic G1 phase and G1/S transition,G0 and Early G1,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,,,,
R1_string_314,R-HSA-420092,Signal Transduction,Signaling by GPCR,GPCR ligand binding,Class B/2 (Secretin family receptors),Glucagon-type ligand receptors,,,,
R1_string_315,R-HSA-9917777,Gene expression (Transcription),Epigenetic regulation of gene expression,Epigenetic regulation by WDR5-containing histone modifying complexes,,,,,,
R1_string_316,R-HSA-3214847,Chromatin organization,Chromatin modifying enzymes,HATs acetylate histones,,,,,,
R1_string_317,R-HSA-936440,Immune System,Innate Immune System,DDX58/IFIH1-mediated induction of interferon-alpha/beta,Negative regulators of DDX58/IFIH1 signaling,,,,,
R1_string_318,R-HSA-418890,Developmental Biology,Nervous system development,Axon guidance,Netrin-1 signaling,Role of second messengers in netrin-1 signaling,,,,
R1_string_319,R-HSA-445095,Developmental Biology,Nervous system development,Axon guidance,L1CAM interactions,Interaction between L1 and Ankyrins,,,,
R1_string_320,R-HSA-2219530,Disease,Diseases of signal transduction by growth factor receptors and second messengers,PI3K/AKT Signaling in Cancer,Constitutive Signaling by Aberrant PI3K in Cancer,,,,,
R1_string_321,R-HSA-8939245,Gene expression (Transcription),RNA Polymerase II Transcription,Generic Transcription Pathway,Transcriptional regulation by RUNX1,RUNX1 regulates transcription of genes involved in BCR signaling,,,,
R1_string_322,R-HSA-447043,Developmental Biology,Nervous system development,Axon guidance,L1CAM interactions,Neurofascin interactions,,,,
R1_string_324,R-HSA-5632681,Signal Transduction,Signaling by Hedgehog,Hedgehog 'on' state,Ligand-receptor interactions,,,,,
R1_string_326,R-HSA-381119,Cellular responses to stimuli,Cellular responses to stress,Unfolded Protein Response (UPR),,,,,,
R1_string_327,R-HSA-9012546,Immune System,Cytokine Signaling in Immune system,Signaling by Interleukins,Interleukin-1 family signaling,Interleukin-18 signaling,,,,
R1_string_328,R-HSA-5682910,Developmental Biology,LGI-ADAM interactions,,,,,,,
R1_string_329,R-HSA-5696394,DNA Repair,Nucleotide Excision Repair,Global Genome Nucleotide Excision Repair (GG-NER),DNA Damage Recognition in GG-NER,,,,,
R1_string_330,R-HSA-9639288,Cellular responses to stimuli,Cellular responses to stress,Cellular response to starvation,Amino acids regulate mTORC1,,,,,
R1_string_331,R-HSA-194313,Signal Transduction,Signaling by Receptor Tyrosine Kinases,Signaling by VEGF,VEGF ligand-receptor interactions,,,,,
R1_string_332,R-HSA-5620924,Organelle biogenesis and maintenance,Cilium Assembly,Intraflagellar transport,,,,,,
R1_string_334,R-HSA-8866654,Metabolism of proteins,Post-translational protein modification,Protein ubiquitination,E3 ubiquitin ligases ubiquitinate target proteins,,,,,
R1_string_335,R-HSA-71403,Metabolism,Aerobic respiration and respiratory electron transport,Citric acid cycle (TCA cycle),,,,,,
R1_string_336,R-HSA-202430,Immune System,Adaptive Immune System,TCR signaling,Translocation of ZAP-70 to Immunological synapse,,,,,
R1_string_339,R-HSA-168142,Immune System,Innate Immune System,Toll-like Receptor Cascades,Toll Like Receptor 10 (TLR10) Cascade,,,,,
R1_string_340,R-HSA-373753,Cell-Cell communication,Nephrin family interactions,,,,,,,
R1_string_341,R-HSA-9665686,Disease,Diseases of signal transduction by growth factor receptors and second messengers,Signaling by ERBB2 in Cancer,Signaling by ERBB2 TMD/JMD mutants,,,,,
R1_string_342,R-HSA-416700,Developmental Biology,Nervous system development,Axon guidance,Semaphorin interactions,Other semaphorin interactions,,,,
R1_string_343,R-HSA-6794361,Neuronal System,Protein-protein interactions at synapses,Neurexins and neuroligins,,,,,,
R1_string_347,R-HSA-9820865,Developmental Biology,Maternal to zygotic transition (MZT),Z-decay: degradation of maternal mRNAs by zygotically expressed factors,,,,,,
R1_string_349,R-HSA-1632852,Autophagy,Macroautophagy,,,,,,,
R1_string_350,R-HSA-4641263,Signal Transduction,Signaling by WNT,TCF dependent signaling in response to WNT,Regulation of FZD by ubiquitination,,,,,
